idcode,age,race,married,never_married,grade,collgrad,south,smsa,c_city,industry,occupation,union,wage,hours,ttl_exp,tenure
1856,35,2,1,0,12.0,0,0,1,0,5.0,3.0,1.0,11.537839,40.0,9.6794872,4.4166665
1857,44,2,0,0,9.0,0,0,1,0,11.0,8.0,0.0,3.0595808,40.0,5.8782053,3.0833333
1858,40,1,1,0,12.0,0,0,1,0,7.0,3.0,0.0,3.6231885,35.0,14.673077,4.8333335
1860,35,1,1,0,14.0,0,0,1,0,6.0,4.0,0.0,16.529789,45.0,17.557692,1.75
1863,39,1,1,0,12.0,0,0,0,0,5.0,8.0,1.0,20.644119,30.0,17.083334,17.083334
1864,39,1,0,0,12.0,0,0,0,0,12.0,3.0,0.0,6.8035407,40.0,15.653846,10.416667
1865,40,1,1,0,17.0,1,1,1,1,11.0,13.0,1.0,6.6908193,50.0,15.602563,0.83333331
1866,37,1,1,0,15.0,0,0,1,1,11.0,1.0,0.0,13.405793,32.0,15.666667,15.666667
1867,35,1,0,0,11.0,0,0,0,0,11.0,8.0,0.0,5.0161028,32.0,16.448717,16.416666
1868,43,1,0,1,6.0,0,0,0,0,6.0,8.0,0.0,2.777777,5.0,18.961536,3.3333333
1872,40,1,0,1,9.0,0,0,0,0,4.0,6.0,0.0,3.220612,40.0,4.9038463,0.083333336
1873,43,1,1,0,12.0,0,0,0,0,6.0,8.0,0.0,2.0128825,25.0,18.423077,4.1666665
1875,41,1,1,0,13.0,0,0,0,0,11.0,3.0,0.0,2.2946849,27.0,8.0,3.1666667
1876,37,1,1,0,15.0,0,1,1,0,11.0,8.0,0.0,10.466988,40.0,14.192307,0.5
1878,41,1,1,0,18.0,1,1,1,0,11.0,13.0,0.0,11.223828,40.0,11.596154,1.6666666
1879,35,1,1,0,16.0,1,0,1,0,11.0,13.0,0.0,2.801002,12.0,6.724359,0.33333334
1880,37,1,1,0,14.0,0,0,1,0,11.0,1.0,0.0,10.2657,20.0,9.9615383,3.25
1881,37,1,1,0,12.0,0,0,1,0,4.0,3.0,,5.434783,40.0,19.775639,7.0833335
1882,40,2,1,0,12.0,0,0,1,0,4.0,3.0,0.0,9.6779356,40.0,15.814102,2.0833333
1883,42,1,0,0,9.0,0,0,1,0,4.0,6.0,0.0,3.0434775,32.0,12.134616,7.4166665
1884,44,1,1,0,16.0,1,0,1,0,11.0,1.0,0.0,5.8695626,38.0,12.980769,4.1666665
1886,36,2,0,1,12.0,0,0,1,0,9.0,8.0,0.0,8.0515299,30.0,7.6153846,2.3333333
1890,35,1,0,1,12.0,0,0,1,0,4.0,2.0,0.0,11.610305,40.0,15.371796,11.25
1891,40,1,1,0,12.0,0,0,1,0,6.0,3.0,1.0,8.0515299,40.0,19.0,6.0833335
1892,41,1,1,0,12.0,0,0,1,0,6.0,6.0,,6.6889634,15.0,14.346154,4.6666665
1894,39,1,1,0,13.0,0,0,1,0,12.0,3.0,0.0,8.4299459,40.0,16.942308,11.666667
1895,39,1,0,0,12.0,0,0,1,0,5.0,2.0,0.0,10.998388,48.0,17.999998,5.4166665
1896,36,1,1,0,13.0,0,0,1,0,7.0,3.0,0.0,4.5088553,40.0,14.423077,0.083333336
1899,41,1,1,0,17.0,1,0,1,0,11.0,13.0,1.0,5.1610308,60.0,11.442307,1.8333334
1905,44,1,1,0,18.0,1,0,0,0,11.0,13.0,1.0,6.1916251,50.0,14.384615,2.8333333
1910,39,1,1,0,17.0,1,0,0,0,11.0,13.0,1.0,6.5056314,50.0,16.01923,15.833333
1911,38,1,1,0,12.0,0,1,0,0,11.0,1.0,0.0,5.5555539,40.0,10.301281,6.8333335
1915,40,1,1,0,18.0,1,0,1,0,11.0,1.0,0.0,11.996774,40.0,17.288462,11.833333
1918,44,1,1,0,12.0,0,0,1,0,6.0,8.0,0.0,6.7632799,22.0,18.846153,18.833334
1921,44,1,0,1,12.0,0,0,1,0,5.0,1.0,,40.198082,40.0,26.846151,20.5
1925,34,1,1,0,12.0,0,0,1,0,12.0,3.0,1.0,6.5056314,38.0,13.884616,9.333333
1926,41,1,1,0,12.0,0,1,1,0,11.0,1.0,0.0,5.6360707,30.0,10.173077,1.75
1927,38,1,1,0,12.0,0,0,1,0,8.0,1.0,,13.687601,8.0,13.108974,1.9166666
1928,45,1,0,1,17.0,1,0,1,0,11.0,13.0,1.0,17.02898,40.0,18.833334,18.833334
1929,36,1,1,0,16.0,1,0,1,0,11.0,13.0,1.0,7.1578097,55.0,15.865385,14.833333
1930,41,1,1,0,16.0,1,0,1,0,11.0,3.0,0.0,10.837358,40.0,12.878205,6.75
1932,45,1,0,0,12.0,0,0,1,0,6.0,2.0,,7.1782269,56.0,14.673077,3.25
1934,40,1,1,0,13.0,0,0,0,0,8.0,2.0,0.0,11.669997,30.0,7.9615383,0.16666667
1939,39,2,0,0,12.0,0,0,1,1,9.0,3.0,,3.6231885,30.0,10.929487,7.4166665
1941,34,2,1,0,12.0,0,0,1,1,11.0,3.0,0.0,2.7858286,40.0,12.743589,7.4166665
1944,37,2,0,0,11.0,0,0,1,1,9.0,3.0,0.0,5.5394502,40.0,10.833333,10.833333
1949,40,2,0,0,12.0,0,0,1,1,11.0,8.0,0.0,3.8647339,15.0,11.217949,3.3333333
1951,42,2,0,0,10.0,0,0,1,0,8.0,3.0,,3.3602147,25.0,12.0,0.0
1953,35,2,0,1,12.0,0,0,1,1,11.0,3.0,0.0,1.610306,7.0,0.40384614,0.16666667
1957,37,1,1,0,12.0,0,0,1,0,11.0,3.0,0.0,3.8727839,40.0,8.0256414,5.5
1958,35,1,1,0,12.0,0,0,1,0,4.0,6.0,1.0,12.077295,40.0,10.538462,4.9166665
1959,41,1,0,0,12.0,0,0,1,1,6.0,4.0,0.0,3.5426712,24.0,4.8012819,2.3333333
1962,45,1,1,0,13.0,0,0,1,0,9.0,8.0,,2.7616735,15.0,14.429487,14.166667
1964,45,1,1,0,12.0,0,0,0,0,4.0,3.0,,5.434783,50.0,18.096153,14.083333
1965,35,1,1,0,12.0,0,0,1,1,7.0,2.0,,40.198082,40.0,18.211538,1.0
1967,40,1,0,1,18.0,1,1,1,1,3.0,2.0,1.0,11.457324,50.0,15.762821,3.0
1968,35,1,1,0,16.0,1,1,0,0,11.0,1.0,1.0,9.29146,40.0,11.423077,8.833333
1970,44,1,1,0,12.0,0,0,0,0,7.0,3.0,0.0,2.7858286,20.0,9.2628212,3.4166667
1973,36,1,0,0,12.0,0,0,0,0,4.0,6.0,,7.7341142,40.0,7.9358974,6.6666665
1974,34,1,1,0,17.0,1,0,1,0,11.0,13.0,1.0,8.2608652,45.0,11.429486,0.75
1982,37,1,0,1,16.0,1,0,1,1,11.0,1.0,0.0,12.479871,40.0,17.211538,9.333333
1988,42,1,0,0,14.0,0,0,0,0,9.0,7.0,,5.6360707,23.0,15.858975,4.4166665
1989,43,1,1,0,12.0,0,1,1,0,11.0,3.0,,8.3612032,20.0,0.96794868,0.16666667
1990,39,1,1,0,12.0,0,0,1,0,4.0,6.0,0.0,5.0241528,40.0,15.538462,0.0
1994,38,1,1,0,12.0,0,0,0,0,6.0,5.0,0.0,3.6231885,25.0,10.461538,3.9166667
1995,37,1,1,0,11.0,0,0,1,1,8.0,3.0,0.0,4.5088553,40.0,6.8782053,3.8333333
1996,45,1,1,0,12.0,0,0,1,0,7.0,3.0,0.0,7.2866311,39.0,13.339743,2.8333333
1998,37,1,1,0,14.0,0,0,1,0,11.0,3.0,0.0,4.2189999,22.0,11.615385,6.6666665
1999,35,1,1,0,12.0,0,0,1,0,6.0,3.0,0.0,5.8695626,24.0,14.358974,13.333333
2000,40,1,1,0,12.0,0,0,1,0,3.0,3.0,0.0,7.2463775,40.0,20.673077,5.5
2001,40,1,0,1,18.0,1,0,1,0,11.0,13.0,1.0,10.185181,38.0,17.173077,8.75
2005,36,1,1,0,12.0,0,0,1,1,4.0,6.0,1.0,5.9983873,47.0,11.070513,0.0
2009,39,1,1,0,12.0,0,0,1,0,4.0,3.0,0.0,7.0289822,50.0,18.826923,17.0
2012,39,1,0,0,16.0,1,0,1,0,11.0,3.0,,7.7341142,40.0,14.942308,10.75
2013,37,1,0,0,13.0,0,0,1,0,4.0,2.0,0.0,15.136867,45.0,18.923077,15.25
2015,36,2,0,0,15.0,0,0,1,0,12.0,3.0,1.0,7.906601,40.0,12.0,11.416667
2016,36,1,0,1,17.0,1,0,1,1,11.0,1.0,0.0,11.996774,40.0,14.083333,12.833333
2022,42,1,1,0,12.0,0,0,1,0,12.0,3.0,1.0,6.0386477,40.0,15.128206,13.0
2023,35,1,0,0,13.0,0,0,1,1,7.0,3.0,,38.709259,40.0,14.5,6.75
2024,40,1,0,1,8.0,0,0,0,0,11.0,8.0,0.0,3.4219003,13.0,12.243589,8.833333
2025,35,1,1,0,16.0,1,0,1,0,11.0,13.0,1.0,5.5716572,50.0,13.173077,2.75
2026,38,1,1,0,12.0,0,0,0,0,11.0,3.0,0.0,4.4283414,20.0,8.4615383,0.58333331
2028,37,1,0,0,12.0,0,0,1,0,4.0,2.0,,3.510896,55.0,12.365385,0.41666666
2031,40,1,1,0,12.0,0,0,1,1,6.0,3.0,0.0,5.0322061,40.0,15.038462,8.75
2033,35,1,0,1,18.0,1,0,0,0,11.0,13.0,1.0,6.779387,45.0,12.97436,8.75
2034,36,1,1,0,12.0,0,0,0,0,11.0,1.0,0.0,10.837358,50.0,16.961538,3.9166667
2036,36,1,0,0,12.0,0,0,0,0,6.0,4.0,0.0,3.260869,37.0,8.3397436,1.9166666
2041,35,1,1,0,12.0,0,1,1,0,11.0,3.0,1.0,5.9178729,2.0,5.9615383,1.4166666
2042,42,1,0,0,12.0,0,0,0,0,6.0,8.0,0.0,2.8180354,5.0,6.525641,4.8333335
2045,43,1,0,1,12.0,0,0,1,1,4.0,6.0,1.0,6.7069201,36.0,18.211538,16.833334
2046,38,1,1,0,12.0,0,0,1,0,4.0,6.0,1.0,7.9227028,40.0,18.839745,18.833334
2047,35,1,0,1,16.0,1,0,1,1,11.0,1.0,0.0,11.183575,36.0,13.916667,13.916667
2048,40,1,1,0,14.0,0,0,1,0,7.0,2.0,0.0,12.045089,45.0,11.217948,5.75
2049,37,1,0,0,13.0,0,0,1,0,4.0,1.0,,30.921606,52.0,16.923077,4.75
2051,44,1,1,0,17.0,1,0,0,0,11.0,2.0,0.0,12.056854,20.0,16.22436,8.75
2055,46,1,0,0,16.0,1,0,0,0,11.0,1.0,1.0,13.550715,40.0,20.403847,20.333334
2056,38,1,1,0,12.0,0,0,1,0,11.0,3.0,0.0,8.0676308,40.0,16.006411,3.8333333
2057,41,1,0,0,9.0,0,0,0,0,7.0,2.0,0.0,6.3204498,50.0,15.230769,7.6666665
2058,39,1,1,0,16.0,1,0,0,0,11.0,2.0,,8.1939764,40.0,13.673077,11.0
2059,37,1,1,0,16.0,1,0,1,1,6.0,4.0,0.0,5.6360707,20.0,9.5769224,3.8333333
2062,37,1,1,0,12.0,0,0,0,0,4.0,6.0,0.0,4.0257649,7.0,1.6153847,1.3333334
2065,38,1,1,0,12.0,0,0,0,0,4.0,6.0,0.0,3.0518394,40.0,1.5769231,0.083333336
2066,36,1,0,1,12.0,0,0,0,0,4.0,6.0,1.0,2.8582926,40.0,11.384615,0.66666669
2068,35,1,1,0,12.0,0,0,0,0,11.0,1.0,1.0,4.6376801,46.0,14.76282,3.0
2073,35,1,1,0,8.0,0,0,1,0,11.0,8.0,0.0,3.341383,40.0,13.948719,3.0
2074,35,1,1,0,12.0,0,0,1,1,11.0,3.0,1.0,4.0257649,20.0,10.807693,2.75
2077,35,2,0,0,10.0,0,0,1,1,9.0,2.0,,4.8458266,54.0,11.538462,3.0833333
2079,43,1,1,0,12.0,0,0,1,0,11.0,8.0,0.0,5.3784194,38.0,21.128206,2.4166667
2085,41,1,1,0,14.0,0,0,1,0,11.0,1.0,0.0,9.29146,40.0,17.403847,14.666667
2086,44,1,1,0,10.0,0,1,0,0,11.0,2.0,,4.6451116,45.0,9.1025639,4.0
2087,44,1,1,0,16.0,1,0,0,0,7.0,3.0,0.0,5.8051524,20.0,18.108973,10.083333
2088,37,1,1,0,18.0,1,0,1,1,11.0,13.0,1.0,7.8985486,40.0,10.519231,0.75
2089,37,1,1,0,16.0,1,0,0,0,11.0,1.0,0.0,6.9726219,40.0,16.096153,5.4166665
2092,36,1,1,0,16.0,1,0,0,0,11.0,3.0,0.0,3.6231885,3.0,13.134616,5.6666665
2095,44,1,1,0,12.0,0,0,1,0,9.0,7.0,1.0,3.6371226,20.0,3.3205128,0.41666666
2096,43,1,1,0,12.0,0,0,1,1,11.0,1.0,0.0,4.2351036,38.0,5.6730771,2.0833333
2099,45,1,0,0,11.0,0,1,1,1,,,0.0,3.220612,45.0,1.6602564,0.83333331
2104,44,1,1,0,12.0,0,0,1,0,11.0,3.0,0.0,3.4219003,10.0,3.5641026,1.4166666
2105,42,1,1,0,11.0,0,0,1,0,4.0,2.0,0.0,5.8051524,40.0,14.403846,3.4166667
2106,35,1,1,0,16.0,1,0,0,0,4.0,2.0,0.0,17.02898,50.0,17.294872,0.0
2109,37,2,0,0,12.0,0,0,1,1,11.0,8.0,0.0,3.2930727,33.0,5.2884612,0.41666666
2111,35,1,1,0,10.0,0,1,1,1,8.0,8.0,,3.0657744,30.0,8.4615383,3.0833333
2112,39,1,1,0,16.0,1,1,1,0,11.0,13.0,1.0,9.871171,40.0,15.75,13.833333
2113,38,1,0,0,13.0,0,0,1,0,7.0,3.0,0.0,9.4605465,36.0,17.5,17.5
2119,37,1,1,0,12.0,0,0,1,0,8.0,3.0,1.0,7.9468555,40.0,18.083334,18.083334
2121,35,1,1,0,15.0,0,0,1,0,4.0,4.0,0.0,11.288241,48.0,13.673077,3.5833333
2125,38,1,1,0,17.0,1,0,0,0,11.0,13.0,1.0,13.14009,33.0,14.935898,3.3333333
2127,37,1,1,0,13.0,0,0,0,0,5.0,3.0,0.0,3.6473422,32.0,11.756411,2.3333333
2129,39,1,0,0,12.0,0,0,1,0,4.0,5.0,1.0,10.402575,48.0,15.75,9.0
2132,39,1,1,0,17.0,1,0,0,0,11.0,13.0,1.0,12.648954,35.0,16.75,16.75
2136,36,1,1,0,13.0,0,0,1,0,4.0,2.0,0.0,4.8309178,20.0,17.442308,6.3333335
2139,35,1,0,0,10.0,0,0,0,0,7.0,4.0,1.0,4.5893698,40.0,2.7884617,0.91666669
2140,41,1,0,0,12.0,0,0,0,0,6.0,3.0,1.0,8.0676308,48.0,16.076923,0.0
2141,41,1,1,0,13.0,0,0,1,0,8.0,3.0,,1.5719831,40.0,15.711537,1.4166666
2142,35,1,1,0,12.0,0,0,1,0,7.0,3.0,0.0,7.1175494,40.0,6.7692308,5.9166665
2143,40,1,1,0,12.0,0,1,1,0,11.0,1.0,1.0,4.4766483,40.0,6.6602564,0.33333334
2146,41,1,0,1,12.0,0,0,0,0,11.0,8.0,0.0,4.4283414,24.0,18.442308,12.166667
2147,44,1,1,0,8.0,0,0,1,1,7.0,2.0,0.0,11.159413,25.0,8.25,6.3333335
2148,42,1,1,0,12.0,0,0,0,0,4.0,3.0,0.0,5.0322061,40.0,18.371794,2.3333333
2149,38,1,0,0,18.0,1,0,1,0,11.0,2.0,0.0,2.479871,60.0,15.038462,6.75
2151,44,1,1,0,16.0,1,0,1,0,11.0,1.0,0.0,5.6119142,40.0,5.5,1.75
2152,37,1,1,0,11.0,0,0,0,0,4.0,6.0,1.0,3.7037024,40.0,8.2820511,7.3333335
2154,35,1,0,0,12.0,0,1,0,0,11.0,8.0,0.0,2.0128825,40.0,5.0512819,2.1666667
2157,40,1,1,0,13.0,0,0,0,0,4.0,3.0,0.0,6.9243145,40.0,8.3269234,2.6666667
2163,42,1,0,0,12.0,0,0,0,0,4.0,3.0,0.0,7.7455678,40.0,18.01923,14.916667
2164,35,1,1,0,13.0,0,0,0,0,6.0,3.0,0.0,7.4396124,15.0,12.788462,9.0
2165,36,1,1,0,14.0,0,0,1,0,4.0,5.0,0.0,5.4347825,40.0,14.076923,1.75
2168,36,1,1,0,16.0,1,0,1,0,11.0,1.0,1.0,4.6296296,33.0,5.0576925,1.1666666
2170,35,1,1,0,12.0,0,0,0,0,11.0,8.0,0.0,5.185184,32.0,12.788462,6.4166665
2171,37,1,1,0,15.0,0,1,1,0,11.0,1.0,,10.869566,40.0,16.22436,0.75
2172,34,1,1,0,12.0,0,0,1,0,7.0,3.0,,38.709259,40.0,15.711538,2.9166667
2173,39,1,1,0,13.0,0,0,0,0,4.0,3.0,0.0,7.906601,40.0,16.391026,6.3333335
2175,38,1,0,0,11.0,0,0,1,0,4.0,6.0,0.0,5.8615127,40.0,14.038462,1.8333334
2178,36,1,0,0,12.0,0,0,0,0,4.0,6.0,0.0,5.0322061,40.0,7.5,1.8333334
2179,43,1,1,0,14.0,0,0,0,0,4.0,6.0,0.0,5.6199675,43.0,10.166667,10.166667
2180,38,1,1,0,12.0,0,0,1,0,4.0,3.0,0.0,5.0322061,40.0,16.685896,2.3333333
2181,36,1,1,0,12.0,0,0,1,0,11.0,1.0,0.0,9.057972,40.0,15.25,3.6666667
2183,39,1,1,0,12.0,0,0,0,0,4.0,6.0,0.0,4.1706896,30.0,3.5641026,0.58333331
2186,38,1,1,0,12.0,0,0,1,1,12.0,1.0,0.0,8.6875954,40.0,18.48077,9.916667
2187,39,1,1,0,12.0,0,0,0,0,10.0,8.0,,2.801002,29.0,1.5769231,0.25
2188,43,1,1,0,13.0,0,0,0,0,5.0,3.0,0.0,17.777769,40.0,18.602562,0.0
2189,39,1,1,0,12.0,0,0,1,0,11.0,1.0,,6.6387954,4.0,13.461538,4.75
2192,36,1,1,0,13.0,0,0,1,0,12.0,1.0,0.0,4.8309178,38.0,12.134616,0.0
2193,42,1,0,0,12.0,0,0,1,0,4.0,6.0,0.0,6.8438005,50.0,13.807693,6.0833335
2196,37,1,0,0,12.0,0,0,0,0,4.0,3.0,0.0,6.4814782,45.0,12.243589,3.5
2197,37,1,1,0,12.0,0,0,0,0,11.0,1.0,1.0,6.2479858,40.0,21.051281,21.0
2202,35,1,1,0,12.0,0,0,1,1,11.0,1.0,0.0,6.1916251,40.0,13.615385,7.0
2204,37,1,1,0,12.0,0,0,1,0,11.0,3.0,0.0,8.6151352,40.0,18.75,18.75
2206,35,1,1,0,12.0,0,0,1,1,8.0,3.0,0.0,8.3413801,38.0,11.807693,0.083333336
2207,38,1,1,0,12.0,0,0,0,0,4.0,6.0,0.0,5.5072436,40.0,16.923077,9.833333
2209,41,1,0,0,18.0,1,1,1,0,11.0,13.0,0.0,6.634459,35.0,9.9807692,3.8333333
2211,38,1,1,0,16.0,1,0,1,1,11.0,3.0,1.0,5.152977,39.0,8.4807692,4.75
2212,38,1,1,0,12.0,0,0,0,0,11.0,3.0,0.0,4.5893698,25.0,7.2948718,3.25
2218,39,1,0,0,12.0,0,0,0,0,4.0,3.0,0.0,7.914649,40.0,18.923077,18.916666
2221,43,1,0,0,8.0,0,1,1,0,6.0,2.0,0.0,3.3574865,66.0,16.089745,0.25
2222,44,1,1,0,12.0,0,0,0,0,6.0,4.0,0.0,3.341383,30.0,8.5705128,1.8333334
2223,40,1,0,0,12.0,0,0,1,0,11.0,2.0,0.0,5.8051524,40.0,13.057693,7.75
2224,36,1,1,0,15.0,0,0,1,0,11.0,1.0,0.0,9.2592592,40.0,16.846153,10.916667
2226,36,1,1,0,12.0,0,0,1,0,6.0,4.0,0.0,4.8309178,50.0,13.910257,4.0
2227,41,1,1,0,12.0,0,0,1,0,4.0,3.0,1.0,9.2512054,40.0,22.48077,22.333334
2228,38,1,1,0,14.0,0,0,1,0,4.0,3.0,0.0,5.0322061,40.0,16.217949,16.166666
2229,41,1,0,1,16.0,1,0,1,0,12.0,1.0,0.0,6.6103048,45.0,13.955128,1.4166666
2230,42,1,1,0,12.0,0,0,1,1,12.0,2.0,,5.8287239,40.0,16.429487,3.9166667
2231,36,1,1,0,12.0,0,0,1,0,6.0,4.0,0.0,8.9049911,40.0,9.2692308,7.5
2232,42,1,0,1,14.0,0,0,1,1,11.0,1.0,0.0,7.914649,40.0,20.333334,20.333334
2235,35,1,0,0,17.0,1,0,1,1,11.0,13.0,1.0,7.5684333,45.0,6.1282048,2.8333333
2237,35,1,1,0,12.0,0,0,1,0,4.0,5.0,0.0,15.297906,40.0,16.044872,15.916667
2238,43,1,1,0,17.0,1,1,1,0,10.0,4.0,,4.1806021,35.0,8.5897436,0.66666669
2241,36,1,0,0,13.0,0,0,1,0,7.0,3.0,1.0,7.3429914,38.0,17.685896,15.5
2242,35,1,1,0,12.0,0,0,1,0,11.0,3.0,,3.3102753,35.0,12.365385,0.41666666
2244,44,1,1,0,11.0,0,0,0,0,6.0,3.0,,2.9629619,40.0,11.596154,2.5
2249,40,1,1,0,16.0,1,0,1,0,11.0,2.0,,35.731617,45.0,14.429487,2.4166667
2251,40,1,0,1,16.0,1,0,1,1,11.0,1.0,,12.617055,75.0,16.692308,10.583333
2252,38,1,1,0,16.0,1,0,0,0,11.0,1.0,,9.9498272,16.0,16.166666,1.4166666
2254,36,1,0,0,13.0,0,0,0,0,7.0,3.0,,4.6486878,40.0,16.76923,2.1666667
2255,36,1,1,0,12.0,0,0,0,0,9.0,8.0,,4.1806021,30.0,7.8269234,0.58333331
2256,35,1,1,0,18.0,1,1,1,1,11.0,1.0,,11.485168,70.0,13.153847,1.75
2257,40,1,1,0,13.0,0,0,0,0,11.0,3.0,0.0,9.138485,50.0,6.6538463,3.5
2260,37,1,1,0,10.0,0,0,0,0,11.0,8.0,,2.801002,40.0,2.5384617,1.9166666
2262,41,1,1,0,12.0,0,0,0,0,12.0,3.0,1.0,5.2737517,40.0,13.942308,5.1666665
2265,44,1,1,0,13.0,0,1,0,0,11.0,8.0,0.0,3.1803534,21.0,13.25,1.75
2266,36,1,0,1,18.0,1,0,1,1,9.0,,0.0,4.3075671,40.0,9.2884617,0.083333336
2267,35,1,1,0,16.0,1,0,1,1,11.0,2.0,0.0,25.338152,55.0,14.743589,1.75
2271,36,1,1,0,12.0,0,0,0,0,3.0,3.0,,4.0969882,24.0,14.897436,3.5
2272,35,1,1,0,12.0,0,0,0,0,11.0,3.0,0.0,5.5797076,15.0,5.2115383,1.6666666
2275,37,1,1,0,12.0,0,0,1,0,4.0,5.0,0.0,10.217388,40.0,13.269231,7.5
2278,36,1,0,0,12.0,0,0,0,0,6.0,3.0,0.0,5.5958109,45.0,12.115384,8.166667
2279,38,1,1,0,12.0,0,0,1,0,4.0,2.0,0.0,10.780999,40.0,19.391026,10.333333
2280,39,1,1,0,12.0,0,0,0,0,11.0,3.0,0.0,7.6167459,40.0,19.217951,14.5
2284,39,1,1,0,10.0,0,0,0,0,6.0,6.0,,3.3444817,40.0,9.4807692,0.33333334
2285,36,1,1,0,16.0,1,0,1,0,7.0,8.0,,1.5017979,15.0,8.9230766,0.33333334
2286,35,1,1,0,13.0,0,0,1,0,11.0,1.0,0.0,5.4186792,20.0,4.4294872,3.1666667
2291,42,1,1,0,12.0,0,0,0,0,7.0,3.0,0.0,3.7681134,39.0,14.211538,4.0833335
2292,36,1,1,0,12.0,0,0,1,1,11.0,8.0,1.0,3.7842166,15.0,14.141027,4.75
2294,44,1,0,0,17.0,1,1,1,1,12.0,1.0,0.0,8.7198019,40.0,18.326921,17.916666
2299,43,1,1,0,12.0,0,0,1,1,11.0,1.0,0.0,12.882448,2.0,16.038462,5.0833335
2302,38,1,0,0,12.0,0,0,1,1,11.0,8.0,,4.6618333,30.0,4.5320511,3.3333333
2303,37,1,0,0,7.0,0,0,1,1,11.0,8.0,,3.0193238,40.0,8.4679489,0.25
2319,35,1,0,0,14.0,0,1,0,0,12.0,3.0,0.0,6.4412241,40.0,11.929487,1.75
2320,41,1,1,0,16.0,1,1,1,0,6.0,3.0,0.0,3.8244765,30.0,6.7692308,3.4166667
2321,36,2,1,0,14.0,0,1,1,0,12.0,3.0,0.0,5.8293061,40.0,4.4807692,0.75
2323,41,1,0,0,15.0,0,0,1,0,11.0,2.0,0.0,16.256029,40.0,17.762821,10.666667
2327,35,1,0,1,12.0,0,0,1,1,2.0,3.0,,5.0167227,40.0,14.858975,6.25
2328,40,1,0,0,11.0,0,0,1,0,6.0,2.0,0.0,5.2495947,48.0,13.884615,8.5
2333,43,2,0,0,6.0,0,0,1,1,9.0,6.0,,4.0257649,40.0,4.3333335,4.3333335
2334,38,2,0,1,13.0,0,0,1,1,12.0,3.0,0.0,8.3574867,40.0,18.493591,3.4166667
2335,36,2,0,1,12.0,0,0,1,1,6.0,3.0,0.0,5.0322061,44.0,10.551283,2.0
2336,45,2,0,0,12.0,0,0,1,1,4.0,6.0,0.0,6.2801929,40.0,15.807693,8.666667
2338,43,1,1,0,12.0,0,1,1,0,7.0,3.0,0.0,5.2334948,40.0,10.557693,3.1666667
2340,41,2,0,0,12.0,0,1,1,1,9.0,7.0,,6.2709026,20.0,9.8076925,0.25
2341,34,2,1,0,16.0,1,0,1,1,5.0,3.0,1.0,10.048306,40.0,14.262821,4.5
2342,43,1,1,0,9.0,0,0,1,0,10.0,6.0,1.0,7.1658564,40.0,13.557693,4.3333335
2343,45,1,0,0,12.0,0,0,1,0,6.0,2.0,0.0,3.5748785,45.0,6.2307692,1.0
2344,35,1,1,0,14.0,0,1,1,1,11.0,3.0,0.0,6.1996756,45.0,12.096154,0.91666669
2348,39,2,1,0,18.0,1,0,1,1,11.0,1.0,1.0,14.645722,37.0,15.673077,6.9166665
2353,36,1,1,0,16.0,1,0,1,0,11.0,13.0,,4.6343851,10.0,8.9615383,1.6666666
2356,41,1,1,0,16.0,1,0,1,0,7.0,3.0,0.0,9.6779356,40.0,6.4423075,0.91666669
2360,36,1,0,0,12.0,0,1,0,0,4.0,6.0,,5.0167227,40.0,8.3076925,0.91666669
2363,35,1,1,0,14.0,0,0,1,0,7.0,2.0,,40.198082,40.0,15.826923,10.0
2365,40,1,1,0,16.0,1,0,1,0,11.0,8.0,,4.6486878,5.0,14.038462,1.6666666
2367,38,1,0,0,16.0,1,1,1,0,12.0,1.0,0.0,15.442828,40.0,13.185899,1.0
2368,37,1,1,0,13.0,0,1,1,1,11.0,3.0,,8.5930853,45.0,8.9423075,0.91666669
2370,39,1,1,0,11.0,0,0,1,0,11.0,3.0,0.0,7.9629631,35.0,9.6923075,0.0
2371,41,1,1,0,16.0,1,0,1,0,11.0,8.0,,6.2709026,45.0,1.974359,0.33333334
2372,42,1,1,0,14.0,0,1,1,0,11.0,1.0,0.0,9.6779356,40.0,16.762819,7.25
2373,35,1,1,0,12.0,0,0,1,0,6.0,2.0,0.0,5.8373594,40.0,14.269231,0.0
2375,39,1,1,0,11.0,0,1,1,0,9.0,8.0,0.0,6.3526568,38.0,19.192308,10.0
2377,37,2,0,0,12.0,0,0,1,1,11.0,8.0,,5.2257524,40.0,9.9807692,1.9166666
2379,39,2,0,0,12.0,0,0,1,0,6.0,8.0,,3.0193238,40.0,16.615385,3.1666667
2381,43,2,1,0,10.0,0,0,1,0,11.0,8.0,0.0,3.5535119,35.0,11.480769,7.75
2384,39,2,1,0,14.0,1,0,1,0,11.0,1.0,0.0,7.8260818,38.0,13.365384,8.666667
2385,41,2,0,0,14.0,0,0,1,0,9.0,1.0,,2.8961813,50.0,7.4230771,1.4166666
2387,40,1,1,0,18.0,1,0,1,0,11.0,13.0,0.0,9.6376762,45.0,13.852564,13.833333
2388,36,2,1,0,13.0,0,0,1,1,7.0,3.0,0.0,5.0322061,40.0,12.557693,4.25
2390,35,2,0,1,13.0,0,0,1,0,7.0,3.0,0.0,7.0370355,40.0,14.730769,14.25
2391,44,2,1,0,10.0,0,1,1,1,8.0,8.0,0.0,2.7697251,36.0,16.173077,3.1666667
