arrests,countyid,density,popul,perc1019,perc2029,percblack,percmale,rpcincmaint,rpcpersinc,rpcunemins,year,murders,murdrate,arrestrate,statefips,countyfips,execs,lpopul,execrate
113,6067,1078.81,1041792,13.09,17.14,9.5,40.67,432.02,14606.85,56.68,1990,89,0.8542972,1.084669,6,67,0,13.85645,0.0
93,6067,1113.13,1074944,12.97,16.66,9.6,40.52,452.14,14287.3,83.68,1991,120,1.116337,0.8651614,6,67,0,13.88778,0.0
100,6067,1149.72,1110272,12.88,16.17,9.71,40.37,486.27,14505.98,128.34,1992,91,0.819619,0.9006802,6,67,0,13.92012,0.0
145,6067,1134.381,1095461,13.06108,15.38868,9.721295,48.92014,495.472,14533.38,128.712,1993,145,1.323644,1.323644,6,67,0,13.90669,0.0
134,6067,1136.255,1097271,13.18945,14.73419,9.757936,48.91973,515.025,14825.03,81,1994,126,1.148303,1.221212,6,67,0,13.90834,0.0
104,6067,1144.786,1105509,13.37782,14.19147,9.751979,48.89368,516.272,15203.46,68.224,1995,103,0.9316975,0.9407431,6,67,0,13.91582,0.0
76,6067,1156.97,1117275,13.55593,13.78595,9.753463,48.88206,512.952,15202.26,59.972,1996,94,0.8413327,0.6802264,6,67,0,13.9264,0.0
6,6069,18.14,25200,19.0,16.31,0.25,40.93,219.91,11741.76,167.67,1980,3,1.190476,2.380952,6,69,0,10.1346,0.0
3,6069,18.64,25900,18.5,16.55,0.32,41.16,207.52,11320.38,148.23,1981,1,0.3861004,1.158301,6,69,0,10.162,0.0
1,6069,19.37,26912,17.95,16.72,0.36,41.23,201.82,11218.36,162.49,1982,3,1.114744,0.3715814,6,69,0,10.20033,0.0
1,6069,19.98,27756,17.42,16.77,0.43,41.26,204.61,11611.73,162.49,1983,2,0.7205649,0.3602825,6,69,0,10.23121,0.0
2,6069,20.85,28960,16.89,16.76,0.46,41.27,193.16,12045.17,120.13,1984,4,1.381215,0.6906077,6,69,0,10.27367,0.0
5,6069,21.88,30392,16.56,16.64,0.49,41.33,193.02,12101.12,164.26,1985,1,0.329034,1.64517,6,69,0,10.32193,0.0
1,6069,22.78,31648,16.3,16.4,0.52,41.36,204.51,12687.05,169.82,1986,1,0.3159757,0.3159757,6,69,0,10.36243,0.0
4,6069,23.72,32944,16.23,16.08,0.55,41.42,203.28,12782,128.48,1987,1,0.3035454,1.214182,6,69,0,10.40256,0.0
4,6069,24.74,34368,16.19,15.8,0.57,41.45,214.88,12806.74,122.67,1988,5,1.454842,1.163873,6,69,0,10.44488,0.0
2,6069,26.01,36128,16.16,15.59,0.59,41.48,213.05,12698.14,112.17,1989,0,0.0,0.5535873,6,69,0,10.49482,0.0
1,6069,26.45,36744,16.02,15.22,0.6,41.37,202.99,12869.56,140.18,1990,0,0.0,0.2721533,6,69,0,10.51173,0.0
1,6069,26.89,37352,15.88,14.87,0.62,41.26,226.81,12239.45,202.58,1991,0,0.0,0.2677233,6,69,0,10.52814,0.0
2,6069,27.34,37984,15.77,14.52,0.63,41.13,247.41,12118.86,277.36,1992,0,0.0,0.5265375,6,69,0,10.54492,0.0
0,6069,28.56097,39675,15.93447,14.06175,0.5923125,50.81285,240.816,12314.14,253.272,1993,0,0.0,0,6,69,0,10.58848,0.0
2,6069,29.5472,41045,15.99464,13.5656,0.6066512,50.91972,247.725,11979.22,150.525,1994,2,0.4872701,0.4872701,6,69,0,10.62242,0.0
3,6069,30.6702,42605,16.0568,13.15104,0.5985213,50.97758,234.848,12005.46,125.296,1995,2,0.4694285,0.7041427,6,69,0,10.65973,0.0
2,6069,32.03652,44503,16.12026,12.79464,0.6336651,51.07521,239.25,12014.18,110.374,1996,0,0.0,0.4494079,6,69,0,10.70331,0.0
174,6071,45.01,903040,17.32,19.03,5.55,41.04,280.66,11775.77,69.25,1980,146,1.616761,1.926825,6,71,0,13.71352,0.0
236,6071,46.5,932864,16.91,19.16,5.97,41.1,285.48,11737.62,64.78,1981,166,1.779466,2.529844,6,71,0,13.74601,0.0
107,6071,48.18,966656,16.43,19.24,6.34,41.0,270.13,11417.08,75.55,1982,97,1.003459,1.106909,6,71,0,13.7816,0.0
142,6071,49.67,996480,15.98,19.22,6.67,40.86,268.8,11628.78,96.29,1983,122,1.22431,1.425016,6,71,0,13.81198,0.0
164,6071,51.23,1027712,15.54,19.13,6.97,40.79,263.31,12010.57,60.54,1984,106,1.031417,1.595778,6,71,0,13.84285,0.0
123,6071,53.44,1072128,15.26,18.95,7.24,40.75,261.7,12474.17,56.61,1985,109,1.01667,1.147251,6,71,0,13.88516,0.0
179,6071,56.02,1123840,15.09,18.63,7.49,40.67,275.73,12846.82,55.69,1986,134,1.19234,1.592753,6,71,0,13.93226,0.0
183,6071,59.41,1191936,15.05,18.24,7.73,40.62,277.2,12776.72,44,1987,143,1.199729,1.535317,6,71,0,13.99109,0.0
125,6071,63.35,1271040,15.05,17.88,7.97,40.55,300.33,12541.95,40.61,1988,141,1.109328,0.9834467,6,71,0,14.05535,0.0
131,6071,67.43,1352704,15.06,17.63,8.21,40.49,309.08,12523.83,37.12,1989,175,1.293705,0.9684306,6,71,0,14.11762,0.0
259,6071,70.73,1419008,14.97,17.14,8.32,40.31,321.72,12334.13,55.15,1990,198,1.395341,1.825219,6,71,0,14.16547,0.0
165,6071,74.04,1485312,14.87,16.7,8.43,40.13,351.59,11795.38,84.41,1991,158,1.06375,1.110878,6,71,0,14.21114,0.0
172,6071,77.53,1555456,14.81,16.26,8.54,39.93,381.45,11647.56,124.06,1992,236,1.51724,1.105785,6,71,0,14.25728,0.0
205,6071,77.22186,1549242,14.98023,15.48628,8.348792,50.1005,390.98,11687.19,127.328,1993,256,1.652421,1.323228,6,71,0,14.25328,0.0
196,6071,77.63901,1557611,15.09587,14.80678,8.311575,50.06718,404.325,11636.33,78.3,1994,243,1.560081,1.258337,6,71,0,14.25866,0.0
189,6071,78.60081,1576907,15.25524,14.30503,8.286919,50.10175,404.096,11605.95,62.32,1995,225,1.426844,1.198549,6,71,0,14.27098,0.0
205,6071,79.67004,1598358,15.41864,13.95413,8.245712,50.14746,403.216,11692.63,57.42,1996,185,1.157438,1.282566,6,71,0,14.28449,0.0
121,6073,445.94,1874944,16.51,22.19,5.72,43.96,212.63,12896.01,61.96,1980,180,0.9600286,0.6453526,6,73,0,14.44409,0.0
134,6073,458.24,1926656,15.96,22.36,5.83,44.0,211.91,12956.4,59.29,1981,157,0.8148834,0.6955056,6,73,0,14.4713,0.0
130,6073,469.08,1972224,15.37,22.45,5.94,43.93,203.89,12881.61,93.15,1982,124,0.6287318,0.6591543,6,73,0,14.49467,0.0
140,6073,479.92,2017792,14.81,22.4,6.04,43.8,206.62,13232.58,98.29,1983,130,0.6442686,0.6938277,6,73,0,14.51751,0.0
209,6073,491.42,2066176,14.29,22.32,6.12,43.73,194.12,13798.99,55.74,1984,163,0.788897,1.011531,6,73,0,14.54121,0.0
181,6073,505.61,2125824,13.93,22.08,6.2,43.7,193.02,14348.73,48.26,1985,163,0.7667615,0.8514345,6,73,0,14.56967,0.0
231,6073,522.41,2196480,13.66,21.71,6.28,43.59,201.77,14912.94,50.21,1986,197,0.8968896,1.051683,6,73,0,14.60237,0.0
203,6073,541.05,2274816,13.51,21.26,6.36,43.54,212.08,14952.08,41.36,1987,176,0.773689,0.8923799,6,73,0,14.63741,0.0
208,6073,562.24,2363904,13.36,20.84,6.45,43.44,230.11,15087.56,37.22,1988,228,0.9645061,0.8799004,6,73,0,14.67583,0.0
249,6073,581.23,2443776,13.22,20.58,6.55,43.38,238.06,15316.05,33.09,1989,191,0.7815773,1.018915,6,73,0,14.70905,0.0
307,6073,593.65,2496000,13.08,20.06,6.6,43.15,252.01,15112.41,46.73,1990,216,0.8653846,1.229968,6,73,0,14.7302,0.0
362,6073,606.07,2548224,12.95,19.55,6.65,42.96,273.05,14682.2,69.73,1991,278,1.090956,1.420597,6,73,0,14.75091,0.0
157,6073,619.23,2603520,12.83,19.05,6.7,42.75,295.18,14708.48,103.38,1992,245,0.9410337,0.6030297,6,73,1,14.77238,0.003841
124,6073,619.9726,2606660,12.899,17.99909,6.524211,50.49013,291.332,14979.03,109.336,1993,245,0.9399001,0.4757046,6,73,0,14.77358,0.0
151,6073,621.8774,2614669,13.01763,17.0176,6.440242,50.19909,299.7,14924.92,70.875,1994,205,0.7840381,0.577511,6,73,0,14.77665,0.0
144,6073,624.7422,2626714,13.17837,16.3684,6.388705,50.07957,301.76,15219.86,55.76,1995,198,0.7537935,0.5482135,6,73,0,14.78124,0.0
116,6073,631.58,2655463,13.35089,15.94261,6.353054,50.03997,296.032,15491.92,45.936,1996,166,0.6251264,0.4368353,6,73,0,14.79213,0.0
77,6075,14542.98,679168,10.97,21.56,12.9,45.23,391.23,18286.95,85.05,1980,111,1.634353,1.13374,6,75,0,13.42862,0.0
197,6075,14707.43,686848,10.73,21.7,12.66,45.32,360.14,18485.92,85.64,1981,126,1.834467,2.868175,6,75,0,13.43987,0.0
174,6075,14891.07,695424,10.46,21.8,12.45,45.33,369.49,18379.52,110.74,1982,113,1.624908,2.502071,6,75,0,13.45228,0.0
127,6075,15091.15,704768,10.16,21.78,12.26,45.31,364.09,19126.2,132.4,1983,83,1.177693,1.802011,6,75,0,13.46562,0.0
126,6075,15269.3,713088,9.860001,21.64,12.06,45.31,367.1,19672.63,95.14,1984,73,1.023717,1.766963,6,75,0,13.47736,0.0
119,6075,15587.24,727936,9.65,21.38,11.85,45.32,361.92,19769.17,77.02,1985,85,1.167685,1.634759,6,75,0,13.49797,0.0
83,6075,15787.33,737280,9.5,21.04,11.65,45.35,376.16,20419.23,73.95,1986,115,1.559787,1.125759,6,75,0,13.51072,0.0
65,6075,15768.14,736384,9.41,20.57,11.49,45.33,400.4,20595.52,56.32,1987,104,1.412307,0.8826917,6,75,0,13.50951,0.0
61,6075,15639.32,730368,9.3,20.19,11.34,45.32,403.54,21463.02,50.76,1988,92,1.259639,0.8351954,6,75,0,13.5013,0.0
57,6075,15540.65,725760,9.2,19.92,11.19,45.33,430.94,21522.69,45.19,1989,73,1.005842,0.7853836,6,75,0,13.49498,0.0
79,6075,15617.39,729344,9.12,19.41,11.09,45.22,453.47,22111.34,55.15,1990,101,1.384806,1.083165,6,75,0,13.4999,0.0
87,6075,15694.14,732928,9.03,18.89,10.99,45.04,468.29,21795.39,77.07,1991,96,1.309815,1.18702,6,75,0,13.5048,0.0
78,6075,15790.07,737408,8.95,18.38,10.89,44.9,506.23,22808.86,120.5,1992,117,1.586639,1.057759,6,75,0,13.5109,0.0
115,6075,15622.45,729580,9.038762,17.79051,10.90614,49.77932,512.772,23355,124.56,1993,129,1.768141,1.576249,6,75,0,13.50022,0.0
58,6075,15614.16,729193,9.127351,17.12921,10.845,49.64145,530.55,22769.78,81,1994,92,1.261669,0.7953998,6,75,0,13.49969,0.0
37,6075,15644.89,730628,9.250946,16.62761,10.76745,49.54491,546.448,24148.02,66.912,1995,99,1.354999,0.5064137,6,75,0,13.50166,0.0
44,6075,15745.25,735315,9.358574,16.14492,10.68182,49.45432,541.662,25040.86,52.316,1996,82,1.115168,0.598383,6,75,0,13.50805,0.0
72,6077,250.24,350144,17.35,17.41,5.71,41.54,402.16,12544.88,138.51,1980,63,1.79926,2.056297,6,77,0,12.7661,0.0
77,6077,258.29,361408,16.94,17.56,5.7,41.62,388.69,12058.23,140.54,1981,70,1.936869,2.130556,6,77,0,12.79776,0.0
68,6077,266.88,373440,16.48,17.65,5.7,41.63,403.65,11645.81,185.26,1982,71,1.901242,1.820908,6,77,0,12.83051,0.0
48,6077,275.62,385664,16.01,17.64,5.7,41.56,419.25,11393.07,184.55,1983,38,0.9853137,1.244607,6,77,0,12.86272,0.0
45,6077,284.91,398656,15.57,17.57,5.7,41.54,415.15,11912.55,124.93,1984,50,1.254214,1.128793,6,77,0,12.89585,0.0
57,6077,297.3,416000,15.26,17.39,5.69,41.54,416.67,12049.15,117.86,1985,52,1.25,1.370192,6,77,0,12.93844,0.0
62,6077,307.82,430720,15.07,17.09,5.69,41.49,428.2,12365.67,113.21,1986,62,1.43945,1.43945,6,77,0,12.97321,0.0
69,6077,318.52,445696,15.0,16.73,5.7,41.5,442.64,12450.23,87.12,1987,51,1.144278,1.54814,6,77,0,13.00739,0.0
80,6077,326.66,457088,14.93,16.41,5.72,41.46,461.07,12474.27,80.37,1988,66,1.443923,1.75021,6,77,0,13.03263,0.0
64,6077,333.62,466816,14.87,16.17,5.73,41.43,472.09,12548.04,73.44,1989,60,1.285303,1.37099,6,77,0,13.05369,0.0
165,6077,342.76,479616,14.76,15.75,5.75,41.27,488.71,12396.17,92.69,1990,78,1.626301,3.440252,6,77,0,13.08074,0.0
70,6077,351.96,492480,14.66,15.33,5.76,41.11,505.73,12103.66,123.31,1991,65,1.319851,1.421378,6,77,0,13.10721,0.0
77,6077,361.65,506048,14.56,14.94,5.78,40.94,531.9,12241.49,186.81,1992,70,1.383268,1.521595,6,77,0,13.13439,0.0
66,6077,365.4317,511333,14.8017,14.38339,5.798179,50.73523,519,12411.71,186.148,1993,65,1.271187,1.290744,6,77,0,13.14478,0.0
63,6077,370.8489,518913,14.90924,13.8133,5.7738,50.7324,516.375,12334.95,117.45,1994,64,1.233347,1.214076,6,77,0,13.15949,0.0
68,6077,375.7722,525802,15.08343,13.34419,5.768331,50.78014,507.088,12362.32,97.088,1995,62,1.179151,1.293262,6,77,0,13.17268,0.0
100,6077,381.1965,533392,15.26626,12.97488,5.764241,50.81929,506.572,12460.78,86.768,1996,66,1.237364,1.874794,6,77,0,13.18701,0.0
15,6079,47.45,156800,15.15,23.52,1.82,45.12,179.82,11244.82,61.96,1980,16,1.020408,0.9566327,6,79,0,11.96273,0.0
8,6079,48.98,161856,14.74,23.25,1.94,45.2,164.7,11005.25,53.8,1981,5,0.3089166,0.4942665,6,79,0,11.99446,0.0
13,6079,50.39,166528,14.29,22.89,2.05,45.19,149.04,10773.31,72.45,1982,9,0.5404497,0.7806495,6,79,0,12.02292,0.0
8,6079,51.86,171360,13.89,22.46,2.15,45.13,146.44,12205.5,60.18,1983,10,0.5835668,0.4668534,6,79,0,12.05152,0.0
14,6079,53.73,177536,13.51,22.01,2.25,45.11,136.46,12369.02,52.85,1984,9,0.5069394,0.7885724,6,79,0,12.08693,0.0
25,6079,56.06,185248,13.28,21.43,2.33,45.08,128.06,12306.2,64.03,1985,9,0.4858352,1.349542,6,79,0,12.12945,0.0
18,6079,58.25,192480,13.15,20.73,2.42,45.03,136.04,12757.34,63,1986,14,0.7273483,0.9351621,6,79,0,12.16775,0.0
14,6079,60.32,199328,13.12,20.02,2.5,45.01,139.04,12774.08,51.04,1987,6,0.3010114,0.7023599,6,79,0,12.20271,0.0
8,6079,61.8,204224,13.11,19.37,2.58,44.98,153.13,12985.25,45.68,1988,2,0.0979317,0.3917267,6,79,0,12.22697,0.0
7,6079,64.54,213280,13.06,18.88,2.64,44.92,162.21,13246.09,38.74,1989,6,0.2813203,0.3282071,6,79,0,12.27036,0.0
10,6079,65.36,215968,12.95,18.31,2.69,44.82,165.46,13048.8,52.85,1990,8,0.3704253,0.4630316,6,79,0,12.28289,0.0
15,6079,66.17,218656,12.81,17.79,2.74,44.72,173.96,12843.53,80.01,1991,4,0.1829358,0.6860091,6,79,0,12.29525,0.0
7,6079,67.04,221536,12.71,17.24,2.78,44.59,194.65,12992.99,131.19,1992,11,0.4965333,0.3159757,6,79,0,12.30834,0.0
7,6079,67.24835,222222,12.79441,16.54292,2.712153,51.59165,201.372,13227.58,141.86,1993,0,0.0,0.3150003,6,79,0,12.31143,0.0
15,6079,67.87265,224285,12.93533,15.80801,2.721537,51.59195,207.9,13260.38,87.075,1994,9,0.4012752,0.6687919,6,79,0,12.32067,0.0
9,6079,68.60801,226715,13.12088,15.24381,2.73427,51.59959,209.92,13457.84,69.536,1995,8,0.3528659,0.3969742,6,79,0,12.33145,0.0
11,6079,69.43174,229437,13.34833,14.8616,2.816459,51.6778,216.282,13706.15,58.696,1996,5,0.2179247,0.4794345,6,79,0,12.34338,0.0
34,6081,1309.05,587904,15.13,17.95,6.11,42.75,133.65,17838.63,46.17,1980,33,0.5613161,0.5783257,6,81,0,13.28432,0.0
32,6081,1317.31,591616,14.61,18.15,6.03,42.79,124.07,18299.27,48.31,1981,32,0.5408914,0.5408913,6,81,0,13.29061,0.0
33,6081,1326.43,595712,14.06,18.27,5.96,42.78,120.06,18394.02,82.8,1982,36,0.6043189,0.553959,6,81,0,13.29751,0.0
38,6081,1350.09,606336,13.51,18.26,5.89,42.7,115.34,18876.45,95.28,1983,34,0.5607452,0.6267152,6,81,0,13.31519,0.0
24,6081,1366.33,613632,12.96,18.19,5.82,42.69,109.55,19958.05,60.54,1984,29,0.472596,0.3911139,6,81,0,13.32715,0.0
23,6081,1380.58,620032,12.54,18.01,5.75,42.65,108.58,20319.48,48.26,1985,28,0.4515896,0.3709486,6,81,0,13.33753,0.0
22,6081,1383.72,621440,12.21,17.71,5.68,42.62,115.95,21127.72,50.21,1986,40,0.6436663,0.3540165,6,81,0,13.3398,0.0
17,6081,1398.54,628096,11.95,17.33,5.63,42.61,122.32,21156.95,37.84,1987,29,0.4617129,0.2706593,6,81,0,13.35045,0.0
24,6081,1417.35,636544,11.69,17.0,5.59,42.56,126.9,21578.06,31.3,1988,30,0.471295,0.377036,6,81,0,13.36381,0.0
19,6081,1438.44,646016,11.43,16.75,5.55,42.53,133.15,22020.59,28.24,1989,35,0.5417823,0.2941104,6,81,0,13.37858,0.0
20,6081,1449.56,651008,11.27,16.34,5.54,42.4,137.88,22065.39,36.77,1990,43,0.6605142,0.3072159,6,81,0,13.38628,0.0
30,6081,1460.67,656000,11.11,15.94,5.52,42.23,143.13,21482.7,55.05,1991,45,0.6859756,0.4573171,6,81,0,13.39392,0.0
17,6081,1473.5,661760,10.95,15.54,5.51,42.09,162.56,21706.56,86.27,1992,55,0.831117,0.2568907,6,81,0,13.40266,0.0
18,6081,1490.258,669287,11.1565,15.08576,5.507652,49.26422,162.62,22689.3,85.116,1993,33,0.493062,0.2689429,6,81,0,13.41397,0.0
17,6081,1502.805,674922,11.25182,14.57265,5.492042,49.2448,167.4,22952.03,56.7,1994,26,0.3852297,0.2518809,6,81,0,13.42235,0.0
21,6081,1513.98,679941,11.37628,14.1499,5.472681,49.22913,167.28,23801.65,44.608,1995,35,0.5147505,0.3088503,6,81,0,13.42976,0.0
20,6081,1529.495,686909,11.48405,13.79237,5.444098,49.20724,164.604,24486.44,35.728,1996,12,0.1746956,0.2911594,6,81,0,13.43996,0.0
5,6083,109.63,300224,16.74,21.61,2.69,43.01,181.03,14553.27,61.96,1980,14,0.4663185,0.1665423,6,83,0,12.61228,0.0
25,6083,111.57,305536,16.21,21.79,2.72,43.13,172.39,14594.61,64.78,1981,20,0.6545873,0.8182342,6,83,0,12.62982,0.0
13,6083,114.31,313024,15.63,21.87,2.75,43.13,152.14,14470.33,93.15,1982,15,0.4791965,0.4153036,6,83,0,12.65404,0.0
25,6083,117.67,322240,15.1,21.82,2.77,43.11,148.44,14780.2,96.29,1983,17,0.5275571,0.7758193,6,83,0,12.68305,0.0
34,6083,120.17,329088,14.59,21.69,2.8,43.07,135.5,15525.91,64.39,1984,17,0.5165792,1.033158,6,83,0,12.70408,0.0
14,6083,123.61,338496,14.24,21.43,2.82,43.07,129.92,15927.26,63.1,1985,18,0.531764,0.4135942,6,83,0,12.73227,0.0
20,6083,126.2,345600,13.99,21.02,2.84,43.02,132.38,16409.34,62.08,1986,11,0.318287,0.5787037,6,83,0,12.75304,0.0
12,6083,128.54,352000,13.83,20.56,2.87,42.99,138.16,16228.08,51.04,1987,13,0.3693182,0.3409091,6,83,0,12.77139,0.0
15,6083,129.92,355776,13.7,20.14,2.9,42.97,152.28,16454.69,45.68,1988,24,0.6745818,0.4216136,6,83,0,12.78206,0.0
8,6083,133.52,365632,13.55,19.85,2.94,42.97,162.21,17290.78,40.35,1989,5,0.1367495,0.2187992,6,83,0,12.80938,0.0
15,6083,135.08,369920,13.36,19.38,2.96,42.8,173.12,17081.03,54.39,1990,11,0.2973616,0.4054931,6,83,0,12.82104,0.0
20,6083,136.63,374144,13.19,18.9,2.99,42.65,183.5,16735.92,78.54,1991,18,0.4810982,0.5345535,6,83,0,12.8324,0.0
27,6083,138.28,378688,13.02,18.44,3.01,42.54,206.06,16837.48,126.2,1992,16,0.4225114,0.712988,6,83,0,12.84447,0.0
20,6083,138.6198,379606,13.19763,17.75736,3.049214,50.45705,213.136,16874.42,128.712,1993,12,0.3161172,0.5268621,6,83,0,12.84689,0.0
16,6083,140.1575,383817,13.33839,17.08549,3.063439,50.50532,222.75,16597.57,84.375,1994,11,0.2865949,0.4168653,6,83,0,12.85792,0.0
23,6083,140.2087,383957,13.47026,16.47711,3.020911,50.46945,227.632,16901.18,67.568,1995,11,0.2864904,0.5990254,6,83,0,12.85829,0.0
15,6083,140.7988,385573,13.62206,16.07867,3.026405,50.51002,225.852,17227.91,57.42,1996,12,0.3112251,0.3890314,6,83,0,12.86249,0.0
80,6085,1007.37,1300736,17.63,20.11,3.5,42.5,188.32,15897.05,83.83,1980,98,0.7534196,0.6150364,6,85,0,14.07844,0.0
78,6085,1025.81,1324544,16.98,20.41,3.54,42.71,185.56,16078.01,80.15,1981,97,0.7323275,0.5888819,6,85,0,14.09658,0.0
51,6085,1041.47,1344768,16.28,20.61,3.58,42.83,179.05,16317.8,97.29,1982,61,0.4536099,0.3792476,6,85,0,14.11173,0.0
58,6085,1064.07,1373952,15.59,20.66,3.61,42.86,177.53,17045.98,108.32,1983,72,0.5240358,0.4221399,6,85,0,14.1332,0.0
67,6085,1081.12,1395968,14.91,20.66,3.65,42.94,165.29,17970.69,59.58,1984,75,0.5372616,0.4799537,6,85,0,14.1491,0.0
82,6085,1099.17,1419264,14.4,20.5,3.68,43.07,162.4,18219.42,67.74,1985,86,0.6059479,0.5777643,6,85,0,14.16565,0.0
48,6085,1107.29,1429760,13.97,20.23,3.71,43.1,173.47,18445.33,70.3,1986,59,0.4126567,0.3357207,6,85,0,14.17302,0.0
50,6085,1120.97,1447424,13.64,19.87,3.74,43.19,184.8,18510.8,49.28,1987,49,0.3385324,0.3454413,6,85,0,14.1853,0.0
60,6085,1140.01,1472000,13.33,19.53,3.79,43.26,187.81,19007.08,41.45,1988,69,0.46875,0.4076087,6,85,0,14.20213,0.0
62,6085,1160.03,1497856,13.0,19.32,3.83,43.32,194.49,18945.94,37.93,1989,56,0.3738677,0.413925,6,85,0,14.21955,0.0
53,6085,1162.81,1501440,12.79,18.86,3.85,43.18,209.88,18803,48.26,1990,57,0.3796355,0.3529945,6,85,0,14.22194,0.0
76,6085,1165.78,1505280,12.57,18.42,3.86,43.05,229.01,18556.25,71.93,1991,77,0.5115327,0.5048895,6,85,0,14.22449,0.0
61,6085,1169.75,1510400,12.38,17.98,3.88,42.91,253.11,19039.23,110.51,1992,68,0.4502119,0.4038665,6,85,0,14.22789,0.0
63,6085,1195.645,1543841,12.61186,17.42025,3.85221,50.66539,254.656,19764.9,110.028,1993,61,0.3951184,0.4080731,6,85,0,14.24978,0.0
48,6085,1204.465,1555229,12.72989,16.82273,3.835384,50.63621,256.5,20085.97,72.225,1994,56,0.3600756,0.3086362,6,85,0,14.25713,0.0
61,6085,1218.697,1573606,12.86167,16.33293,3.811882,50.61655,253.216,21455.79,49.2,1995,56,0.3558705,0.3876447,6,85,0,14.26888,0.0
38,6085,1238.832,1599604,12.98621,15.92775,3.784812,50.58021,244.992,22582.01,37.004,1996,48,0.3000743,0.2375588,6,85,0,14.28527,0.0
10,6087,424.85,189344,14.91,21.04,0.81,42.41,221.13,13464.63,117.85,1980,10,0.5281392,0.5281392,6,87,0,12.15132,0.0
9,6087,434.33,193568,14.63,20.94,0.86,42.52,198.74,13483.44,109.8,1981,16,0.8265829,0.4649529,6,87,0,12.17338,0.0
7,6087,442.8,197344,14.27,20.77,0.91,42.49,185.26,13294.57,136.62,1982,6,0.3040376,0.3547106,6,87,0,12.1927,0.0
5,6087,453.07,201920,13.93,20.49,0.96,42.44,181.54,14166.37,138.41,1983,13,0.6438193,0.2476228,6,87,0,12.21563,0.0
17,6087,462.11,205952,13.62,20.15,1.0,42.47,174.9,14790.75,104.75,1984,14,0.6797701,0.825435,6,87,0,12.2354,0.0
19,6087,475.97,212128,13.43,19.68,1.04,42.46,174.46,14783.96,108.58,1985,16,0.7542616,0.8956856,6,87,0,12.26495,0.0
17,6087,486.1,216640,13.34,19.08,1.08,42.43,178.95,15331.09,112.3,1986,18,0.8308715,0.784712,6,87,0,12.28599,0.0
14,6087,496.29,221184,13.34,18.43,1.12,42.44,181.28,15388.55,85.36,1987,14,0.6329572,0.6329572,6,87,0,12.30675,0.0
14,6087,506.34,225664,13.37,17.85,1.17,42.41,179.35,15765.2,81.22,1988,11,0.4874504,0.6203914,6,87,0,12.3268,0.0
10,6087,519.27,231424,13.36,17.37,1.21,42.44,184,14544.55,78.28,1989,12,0.5185288,0.4321073,6,87,0,12.35201,0.0
8,6087,516.83,230336,13.25,16.85,1.23,42.33,185.37,16321.92,95.75,1990,11,0.4775632,0.3473187,6,87,0,12.34729,0.0
7,6087,514.39,229248,13.12,16.31,1.25,42.18,201.12,16130.38,137.26,1991,14,0.6106923,0.3053462,6,87,0,12.34256,0.0
17,6087,512.37,228352,13.01,15.79,1.27,42.05,222.46,16401.84,198.93,1992,6,0.2627522,0.7444647,6,87,0,12.33864,0.0
10,6087,524.2131,233628,13.19405,15.27343,1.27382,49.86474,224.9,16725.64,211.752,1993,9,0.3852278,0.4280309,6,87,0,12.36149,0.0
9,6087,528.207,235408,13.30626,14.62949,1.2918,49.8972,235.575,16771.05,140.4,1994,6,0.2548766,0.382315,6,87,0,12.36908,0.0
11,6087,530.3521,236364,13.44706,14.15021,1.299267,49.94712,240.096,17244.93,114.8,1995,8,0.338461,0.4653839,6,87,0,12.37313,0.0
11,6087,533.6213,237821,13.60225,13.78852,1.310229,49.9754,234.146,17797.65,102.08,1996,10,0.4204843,0.4625327,6,87,0,12.37927,0.0
6,6089,30.81,116624,17.27,15.87,0.63,41.55,328.05,11111.17,161.59,1980,5,0.4287282,0.5144739,6,89,0,11.66671,0.0
4,6089,31.77,120272,16.81,15.75,0.64,41.52,332.69,10459.55,155.92,1981,10,0.8314487,0.3325795,6,89,0,11.69751,0.0
4,6089,32.1,121504,16.29,15.58,0.66,41.45,339.48,10325.16,178.02,1982,5,0.4115091,0.3292073,6,89,0,11.7077,0.0
9,6089,32.44,122800,15.77,15.32,0.67,41.32,344.03,10723.07,152.46,1983,8,0.6514658,0.732899,6,89,0,11.71831,0.0
12,6089,33.1,125312,15.26,14.99,0.68,41.19,338.27,11120.69,123.01,1984,7,0.5586057,0.9576098,6,89,0,11.73856,0.0
11,6089,33.93,128448,14.91,14.59,0.69,41.11,346.14,11192.6,121.57,1985,13,1.012083,0.8563777,6,89,0,11.76328,0.0
15,6089,34.37,130112,14.64,14.09,0.69,40.99,371.59,11697.35,112.3,1986,12,0.9222823,1.152853,6,89,0,11.77615,0.0
15,6089,35.12,132960,14.51,13.54,0.71,40.91,396.88,11836.88,84.48,1987,13,0.9777377,1.128159,6,89,0,11.7978,0.0
13,6089,36.09,136608,14.42,13.05,0.72,40.86,406.93,12011.51,79.52,1988,11,0.8052237,0.951628,6,89,0,11.82487,0.0
9,6089,37.24,140992,14.31,12.63,0.74,40.78,424.48,12391.48,77.47,1989,3,0.212778,0.6383341,6,89,0,11.85646,0.0
15,6089,38.95,147456,14.18,12.15,0.74,40.64,436.62,12604.52,91.15,1990,6,0.406901,1.017253,6,89,0,11.90129,0.0
